,pathway,description,#SampleID,Abundance,Group,relative_abundance
2553,P562-PWY,myo-inositol degradation I,AC7,235.56039543907508,CMY,2.4989012577444102e-05
2554,P621-PWY,nylon-6 oligomer degradation,AC7,0.0,CMY,0.0
2555,PANTO-PWY,phosphopantothenate biosynthesis I,AC7,62020.47749789708,CMY,0.006579333887452589
2556,PANTOSYN-PWY,pantothenate and coenzyme A biosynthesis I,AC7,66505.237024953,CMY,0.007055091758462779
2557,PENTOSE-P-PWY,pentose phosphate pathway,AC7,37143.33274582486,CMY,0.003940285494187287
2558,PEPTIDOGLYCANSYN-PWY,peptidoglycan biosynthesis I (meso-diaminopimelate containing),AC7,76920.730886388,CMY,0.008160001209045729
2559,PHOSLIPSYN-PWY,superpathway of phospholipid biosynthesis I (bacteria),AC7,68695.5209901766,CMY,0.007287444202315348
2560,POLYAMINSYN3-PWY,superpathway of polyamine biosynthesis II,AC7,2647.955638964088,CMY,0.0002809037429371342
2561,POLYAMSYN-PWY,superpathway of polyamine biosynthesis I,AC7,11300.73537419903,CMY,0.0011988187482613773
2562,POLYISOPRENSYN-PWY,polyisoprenoid biosynthesis (E. coli),AC7,66345.62041569043,CMY,0.007038159109623415
2563,PPGPPMET-PWY,ppGpp biosynthesis,AC7,2532.876839142461,CMY,0.0002686958097199242
2564,PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY,protocatechuate degradation II (ortho-cleavage pathway),AC7,412.5774742241332,CMY,4.3767559794335286e-05
2565,PRPP-PWY,"superpathway of histidine, purine, and pyrimidine biosynthesis",AC7,45865.996118765375,CMY,0.004865613982997696
2566,PWY-1269,CMP-3-deoxy-D-manno-octulosonate biosynthesis I,AC7,51220.664750344295,CMY,0.005433654639972984
2567,PWY-1361,benzoyl-CoA degradation I (aerobic),AC7,38.15426369521871,CMY,4.0475283359317275e-06
2568,PWY-1541,superpathway of taurine degradation,AC7,217.10084319124985,CMY,2.30307632612334e-05
2569,PWY-1622,formaldehyde assimilation I (serine pathway),AC7,519.8042290915628,CMY,5.51425225550585e-05
2570,PWY-181,photorespiration,AC7,1781.3889051869007,CMY,0.00018897552652711588
2571,PWY-1861,formaldehyde assimilation II (RuMP Cycle),AC7,464.5033212932103,CMY,4.927602246729429e-05
2572,PWY-1882,superpathway of C1 compounds oxidation to CO2,AC7,0.0,CMY,0.0
2573,PWY-2941,L-lysine biosynthesis II,AC7,20529.344301426463,CMY,0.002177819586347696
2574,PWY-2942,L-lysine biosynthesis III,AC7,81444.16780607602,CMY,0.008639862103610216
2575,PWY-3001,superpathway of L-isoleucine biosynthesis I,AC7,73458.6826658585,CMY,0.007792735878363666
2576,PWY-3661,glycine betaine degradation I,AC7,658.697022187682,CMY,6.987672160038548e-05
2577,PWY-3781,aerobic respiration I (cytochrome c),AC7,57088.15722663997,CMY,0.006056097317634957
2578,PWY-3801,sucrose degradation II (sucrose synthase),AC7,0.0,CMY,0.0
2579,PWY-4361,S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation,AC7,0.0,CMY,0.0
2580,PWY-4984,urea cycle,AC7,3903.02778267185,CMY,0.00041404587630065485
2581,PWY-5005,biotin biosynthesis II,AC7,893.1111394564074,CMY,9.474413326285945e-05
2582,PWY-5022,4-aminobutanoate degradation V,AC7,3988.1176044213735,CMY,0.00042307248122695393
2583,PWY-5028,L-histidine degradation II,AC7,134.68728306504514,CMY,1.4288064868717229e-05
2584,PWY-5088,L-glutamate degradation VIII (to propanoate),AC7,30.14001842234158,CMY,3.197351142310716e-06
2585,PWY-5097,L-lysine biosynthesis VI,AC7,78868.20055561399,CMY,0.008366595122966483
2586,PWY-5100,pyruvate fermentation to acetate and lactate II,AC7,79331.7006005733,CMY,0.00841576471461853
2587,PWY-5101,L-isoleucine biosynthesis II,AC7,76503.20845448137,CMY,0.008115709072063906
2588,PWY-5103,L-isoleucine biosynthesis III,AC7,65701.6053208497,CMY,0.006969839894608338
2589,PWY-5104,L-isoleucine biosynthesis IV,AC7,74233.50523758458,CMY,0.0078749315757943
2590,PWY-5121,superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),AC7,71770.79353287871,CMY,0.007613679111648939
2591,PWY-5154,L-arginine biosynthesis III (via N-acetyl-L-citrulline),AC7,39060.613511398624,CMY,0.004143676871061614
2592,PWY-5177,glutaryl-CoA degradation,AC7,4001.8236217906974,CMY,0.00042452646010905887
2593,PWY-5178,toluene degradation IV (aerobic) (via catechol),AC7,111.3341259437098,CMY,1.1810686037949341e-05
2594,PWY-5180,toluene degradation I (aerobic) (via o-cresol),AC7,162.58020843090864,CMY,1.724703707408334e-05
2595,PWY-5181,toluene degradation III (aerobic) (via p-cresol),AC7,144.88787576055765,CMY,1.5370176904954976e-05
2596,PWY-5182,toluene degradation II (aerobic) (via 4-methylcatechol),AC7,162.58020843090864,CMY,1.724703707408334e-05
2597,PWY-5183,superpathway of aerobic toluene degradation,AC7,79.66299930281156,CMY,8.45090995803558e-06
2598,PWY-5188,tetrapyrrole biosynthesis I (from glutamate),AC7,27783.01449344255,CMY,0.0029473125026889865
2599,PWY-5189,tetrapyrrole biosynthesis II (from glycine),AC7,25120.626817777807,CMY,0.0026648777623787217
2600,PWY-5198,factor 420 biosynthesis,AC7,4.0,CMY,4.2433300438073367e-07
2601,PWY-5265,peptidoglycan biosynthesis II (staphylococci),AC7,381.8626895964196,CMY,4.0509235584339066e-05
2602,PWY-5304,superpathway of sulfur oxidation (Acidianus ambivalens),AC7,1315.4,CMY,0.00013954190849060428
2603,PWY-5345,superpathway of L-methionine biosynthesis (by sulfhydrylation),AC7,14753.756739879083,CMY,0.0015651264808338476
2604,PWY-5347,superpathway of L-methionine biosynthesis (transsulfuration),AC7,14192.851445525592,CMY,0.0015056238236523284
2605,PWY-5384,sucrose degradation IV (sucrose phosphorylase),AC7,2370.4230590570924,CMY,0.00025146218457576633
2606,PWY-5415,catechol degradation I (meta-cleavage pathway),AC7,94.34271936098116,CMY,1.0008182386973388e-05
2607,PWY-5417,catechol degradation III (ortho-cleavage pathway),AC7,169.5093960261919,CMY,1.7982107821639402e-05
2608,PWY-5419,catechol degradation to 2-oxopent-4-enoate II,AC7,48.49924539780201,CMY,5.144957627461949e-06
2609,PWY-5420,catechol degradation II (meta-cleavage pathway),AC7,67.53366412835665,CMY,7.164190649106239e-06
2610,PWY-5430,meta cleavage pathway of aromatic compounds,AC7,51.38304267127618,CMY,5.450880217731515e-06
2611,PWY-5431,aromatic compounds degradation via &beta;-ketoadipate,AC7,169.5093960261919,CMY,1.7982107821639402e-05
2612,PWY-5484,glycolysis II (from fructose 6-phosphate),AC7,66912.0532111592,CMY,0.007098248142093676
2613,PWY-5505,L-glutamate and L-glutamine biosynthesis,AC7,23937.84001305809,CMY,0.00253940389278157
2614,PWY-5507,adenosylcobalamin biosynthesis I (early cobalt insertion),AC7,1713.0435644210909,CMY,0.0001817252305814706
2615,PWY-5509,"adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I",AC7,32769.46014192296,CMY,0.003476290868489218
2616,PWY-5529,superpathway of bacteriochlorophyll a biosynthesis,AC7,0.0,CMY,0.0
2617,PWY-5531,chlorophyllide a biosynthesis II (anaerobic),AC7,2.332537787232578,CMY,2.474431917719971e-07
2618,PWY-5532,adenosine nucleotides degradation IV,AC7,8.829365108787123,CMY,9.366477558465158e-07
2619,PWY-5647,2-nitrobenzoate degradation I,AC7,6.525463905351031,CMY,6.922424259839096e-07
2620,PWY-5651,L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde,AC7,316.75769391589824,CMY,3.3602685980011484e-05
2621,PWY-5654,2-amino-3-carboxymuconate semialdehyde degradation to 2-oxopentenoate,AC7,5.287366304817634,CMY,5.609010073461811e-07
2622,PWY-5655,L-tryptophan degradation IX,AC7,15.04506198774713,CMY,1.5960290885887782e-06
2623,PWY-5659,GDP-mannose biosynthesis,AC7,74618.19200908305,CMY,0.007915740399168167
2624,PWY-5667,CDP-diacylglycerol biosynthesis I,AC7,76222.78050795807,CMY,0.008085960363798769
2625,PWY-5676,acetyl-CoA fermentation to butanoate II,AC7,8697.762434284345,CMY,0.0009226869162824399
2626,PWY-5677,succinate fermentation to butanoate,AC7,483.8338111676194,CMY,5.1326663678434126e-05
2627,PWY-5686,UMP biosynthesis,AC7,83541.81427269717,CMY,0.008862387260437712
2628,PWY-5695,urate biosynthesis/inosine 5'-phosphate degradation,AC7,77371.50920857248,CMY,0.00820782123898629
2629,PWY-5705,allantoin degradation to glyoxylate III,AC7,293.6377375970454,CMY,3.1150045848528944e-05
2630,PWY-5741,ethylmalonyl-CoA pathway,AC7,520.9636149912596,CMY,5.5265513980572255e-05
2631,PWY-5747,2-methylcitrate cycle II,AC7,473.0136226817531,CMY,5.017882290639076e-05
2632,PWY-5837,"1,4-dihydroxy-2-naphthoate biosynthesis I",AC7,1095.183111576136,CMY,0.00011618058502053552
2633,PWY-5838,superpathway of menaquinol-8 biosynthesis I,AC7,3592.38312883403,CMY,0.00038109168148620104
2634,PWY-5840,superpathway of menaquinol-7 biosynthesis,AC7,3582.236310329484,CMY,0.000380015273990966
2635,PWY-5845,superpathway of menaquinol-9 biosynthesis,AC7,2496.2775554446994,CMY,0.0002648132387175107
2636,PWY-5850,superpathway of menaquinol-6 biosynthesis I,AC7,2496.2775554446994,CMY,0.0002648132387175107
2637,PWY-5855,ubiquinol-7 biosynthesis (prokaryotic),AC7,3429.033368392837,CMY,0.00036376300783297994
2638,PWY-5856,ubiquinol-9 biosynthesis (prokaryotic),AC7,3429.033368392837,CMY,0.00036376300783297994
2639,PWY-5857,ubiquinol-10 biosynthesis (prokaryotic),AC7,3429.033368392837,CMY,0.00036376300783297994
2640,PWY-5860,superpathway of demethylmenaquinol-6 biosynthesis I,AC7,1688.0703983964802,CMY,0.0001790759959394401
2641,PWY-5861,superpathway of demethylmenaquinol-8 biosynthesis,AC7,2444.702330449791,CMY,0.0002593419711740853
2642,PWY-5862,superpathway of demethylmenaquinol-9 biosynthesis,AC7,1688.0703983964802,CMY,0.0001790759959394401
2643,PWY-5863,superpathway of phylloquinol biosynthesis,AC7,1248.9250374797762,CMY,0.00013249002835002846
2644,PWY-5896,superpathway of menaquinol-10 biosynthesis,AC7,2496.2775554446994,CMY,0.0002648132387175107
2645,PWY-5897,superpathway of menaquinol-11 biosynthesis,AC7,3168.7457734581494,CMY,0.00033615085354256205
2646,PWY-5898,superpathway of menaquinol-12 biosynthesis,AC7,3168.7457734581494,CMY,0.00033615085354256205
2647,PWY-5899,superpathway of menaquinol-13 biosynthesis,AC7,3168.7457734581494,CMY,0.00033615085354256205
2648,PWY-5910,superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),AC7,11074.222919657735,CMY,0.0011747895706700868
2649,PWY-5913,TCA cycle VI (obligate autotrophs),AC7,49311.51781774569,CMY,0.0052311261265445275
2650,PWY-5918,superpathay of heme biosynthesis from glutamate,AC7,17453.254506451714,CMY,0.0018514979802360587
2651,PWY-5920,superpathway of heme biosynthesis from glycine,AC7,11078.534233263304,CMY,0.0011752469288338564
2652,PWY-5941,glycogen degradation II (eukaryotic),AC7,47.97503818727602,CMY,5.089348022321815e-06
2653,PWY-5971,palmitate biosynthesis II (bacteria and plants),AC7,38388.44903127428,CMY,0.00407237147773932
2654,PWY-5973,cis-vaccenate biosynthesis,AC7,86308.22680152381,CMY,0.009155857295366089
2655,PWY-5989,stearate biosynthesis II (bacteria and plants),AC7,29786.855160174666,CMY,0.003159886435292669
2656,PWY-6071,superpathway of phenylethylamine degradation,AC7,126.57355863629476,CMY,1.3427334602824979e-05
2657,PWY-6107,chlorosalicylate degradation,AC7,0.2993894993894994,CMY,3.176021143899753e-08
2658,PWY-6121,5-aminoimidazole ribonucleotide biosynthesis I,AC7,82840.87403660851,CMY,0.008788029241370001
2659,PWY-6122,5-aminoimidazole ribonucleotide biosynthesis II,AC7,81388.25965509325,CMY,0.008633931185191243
2660,PWY-6123,inosine-5'-phosphate biosynthesis I,AC7,81212.07603743083,CMY,0.008615241054239903
2661,PWY-6125,superpathway of guanosine nucleotides de novo biosynthesis II,AC7,59232.0058317182,CMY,0.006283523747517531
2662,PWY-6126,superpathway of adenosine nucleotides de novo biosynthesis II,AC7,83511.64773968268,CMY,0.008859187096541266
2663,PWY-6141,archaetidylserine and archaetidylethanolamine biosynthesis,AC7,2.419121843053495,CMY,2.566283099064868e-07
2664,PWY-6143,CMP-pseudaminate biosynthesis,AC7,155.32478616062818,CMY,1.647735829158359e-05
2665,PWY-6147,6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,AC7,64021.92523140714,CMY,0.0067916539699204225
2666,PWY-6148,tetrahydromethanopterin biosynthesis,AC7,2.398809547191517,CMY,2.5447351552424094e-07
2667,PWY-6151,S-adenosyl-L-methionine cycle I,AC7,55197.09532827229,CMY,0.005855487323433885
2668,PWY-6163,chorismate biosynthesis from 3-dehydroquinate,AC7,70459.83036469333,CMY,0.007474607876701792
2669,PWY-6165,chorismate biosynthesis II (archaea),AC7,27.44275630775968,CMY,2.9112168081399986e-06
2670,PWY-6167,flavin biosynthesis II (archaea),AC7,8.359853856122621,CMY,8.868404757380934e-07
2671,PWY-6174,mevalonate pathway II (archaea),AC7,11.520791204348033,CMY,1.222162986146033e-06
2672,PWY-6182,superpathway of salicylate degradation,AC7,112.48273052388792,CMY,1.1932533746037455e-05
2673,PWY-6185,4-methylcatechol degradation (ortho cleavage),AC7,104.93806660166082,CMY,1.1132171268747066e-05
2674,PWY-621,sucrose degradation III (sucrose invertase),AC7,27753.83104678761,CMY,0.0029442166277896674
2675,PWY-6210,2-aminophenol degradation,AC7,5.287366304817634,CMY,5.609010073461811e-07
2676,PWY-6263,superpathway of menaquinol-8 biosynthesis II,AC7,8970.001873929165,CMY,0.0009515669611162934
2677,PWY-6269,adenosylcobalamin salvage from cobinamide II,AC7,33279.74698162928,CMY,0.0035304237554363515
2678,PWY-6277,superpathway of 5-aminoimidazole ribonucleotide biosynthesis,AC7,81388.25965509325,CMY,0.008633931185191243
2679,PWY-6282,palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),AC7,29257.019410343644,CMY,0.00310367973640414
2680,PWY-6317,galactose degradation I (Leloir pathway),AC7,44203.0389870564,CMY,0.004689202084034087
2681,PWY-6338,superpathway of vanillin and vanillate degradation,AC7,33.38778986446585,CMY,3.541885295705351e-06
2682,PWY-6339,syringate degradation,AC7,83.96043775045999,CMY,8.906796199943564e-06
2683,PWY-6349,CDP-archaeol biosynthesis,AC7,5.327970841450386,CMY,5.65208468601397e-07
2684,PWY-6350,archaetidylinositol biosynthesis,AC7,4.996228549877428,CMY,5.300161677855714e-07
2685,PWY-6353,purine nucleotides degradation II (aerobic),AC7,15875.31686987748,CMY,0.0016841052257228141
2686,PWY-6383,"mono-trans, poly-cis decaprenyl phosphate biosynthesis",AC7,22.38728618628797,CMY,2.3749161018397177e-06
2687,PWY-6385,peptidoglycan biosynthesis III (mycobacteria),AC7,76691.23967702928,CMY,0.008135656035459191
2688,PWY-6386,UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing),AC7,77129.98379623855,CMY,0.008182199438023802
2689,PWY-6387,UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing),AC7,77585.9037199704,CMY,0.008230564905772345
2690,PWY-6396,"superpathway of 2,3-butanediol biosynthesis",AC7,2265.891014931149,CMY,0.0002403730854912611
2691,PWY-6397,mycolyl-arabinogalactan-peptidoglycan complex biosynthesis,AC7,0.2285072539128673,CMY,2.4240792393909537e-08
2692,PWY-6467,Kdo transfer to lipid IVA III (Chlamydia),AC7,50977.51,CMY,0.005407859993537224
2693,PWY-6470,peptidoglycan biosynthesis V (&beta;-lactam resistance),AC7,111.66975414535436,CMY,1.1846290568739027e-05
2694,PWY-6471,peptidoglycan biosynthesis IV (Enterococcus faecium),AC7,30988.07976274452,CMY,0.003287316246428799
2695,PWY-6478,GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis,AC7,7077.893041307773,CMY,0.000750845904725904
2696,PWY-6505,L-tryptophan degradation XII (Geobacillus),AC7,10.663343178738623,CMY,1.1312021119442408e-06
2697,PWY-6507,4-deoxy-L-threo-hex-4-enopyranuronate degradation,AC7,29074.2090938928,CMY,0.0030842866237012954
2698,PWY-6519,8-amino-7-oxononanoate biosynthesis I,AC7,30445.51646411215,CMY,0.00322975936778495
2699,PWY-6545,pyrimidine deoxyribonucleotides de novo biosynthesis III,AC7,27832.845082292584,CMY,0.002952598693558185
2700,PWY-6562,norspermidine biosynthesis,AC7,156.46545294084473,CMY,1.6598363932045235e-05
2701,PWY-6565,superpathway of polyamine biosynthesis III,AC7,9.832619884833823,CMY,1.04307628416632e-06
2702,PWY-6572,chondroitin sulfate degradation I (bacterial),AC7,3044.865854702983,CMY,0.00032300926901560685
2703,PWY-6588,pyruvate fermentation to acetone,AC7,20779.70092791905,CMY,0.0022043782312192524
2704,PWY-6590,superpathway of Clostridium acetobutylicum acidogenic fermentation,AC7,14935.04871815828,CMY,0.001584358523287182
2705,PWY-6608,guanosine nucleotides degradation III,AC7,11882.206197290856,CMY,0.0012605030635919503
2706,PWY-6609,adenine and adenosine salvage III,AC7,73014.1051801234,CMY,0.007745573653313163
2707,PWY-6612,superpathway of tetrahydrofolate biosynthesis,AC7,62992.82954379359,CMY,0.006682484153690343
2708,PWY-6628,superpathway of L-phenylalanine biosynthesis,AC7,13429.308484919704,CMY,0.0014246247040404143
2709,PWY-6629,superpathway of L-tryptophan biosynthesis,AC7,1930.78929250033,CMY,0.00020482440532820407
2710,PWY-6630,superpathway of L-tyrosine biosynthesis,AC7,13225.025636367876,CMY,0.0014029537153230514
2711,PWY-6641,superpathway of sulfolactate degradation,AC7,279.2446034596592,CMY,2.962317538578595e-05
2712,PWY-6654,phosphopantothenate biosynthesis III,AC7,7.999190168263957,CMY,8.485800991780679e-07
2713,PWY-6660,2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis,AC7,0.7969175106506824,CMY,8.453960038450484e-08
2714,PWY-6690,cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate,AC7,0.8340087078771589,CMY,8.847435517330213e-08
2715,PWY-6700,queuosine biosynthesis,AC7,62546.48281542209,CMY,0.006635134241628996
2716,PWY-6703,preQ0 biosynthesis,AC7,51026.44132391628,CMY,0.005413050787458655
2717,PWY-6708,ubiquinol-8 biosynthesis (prokaryotic),AC7,3429.033368392837,CMY,0.00036376300783297994
2718,PWY-6713,L-rhamnose degradation II,AC7,0.0,CMY,0.0
2719,PWY-6728,methylaspartate cycle,AC7,777.1665534422121,CMY,8.244435463158847e-05
2720,PWY-6731,starch degradation III,AC7,0.0,CMY,0.0
2721,PWY-6737,starch degradation V,AC7,76537.75751672545,CMY,0.008119374148909049
2722,PWY-6749,CMP-legionaminate biosynthesis I,AC7,498.5285558486258,CMY,5.288552996820894e-05
2723,PWY-6876,isopropanol biosynthesis,AC7,281.77861898309726,CMY,2.9891991990837925e-05
2724,PWY-6891,thiazole biosynthesis II (Bacillus),AC7,5056.579022387553,CMY,0.0005364183421145759
2725,PWY-6892,thiazole biosynthesis I (E. coli),AC7,40232.10133385127,CMY,0.004267952107885808
2726,PWY-6895,superpathway of thiamin diphosphate biosynthesis II,AC7,19052.67030815129,CMY,0.002021169208333359
2727,PWY-6897,thiamin salvage II,AC7,63897.598772571146,CMY,0.006778465014969949
2728,PWY-6901,superpathway of glucose and xylose degradation,AC7,40301.83579230933,CMY,0.004275349765952401
2729,PWY-6906,chitin derivatives degradation,AC7,229.0960860559682,CMY,2.430325762199902e-05
2730,PWY-6944,androstenedione degradation,AC7,0.0,CMY,0.0
2731,PWY-6948,sitosterol degradation to androstenedione,AC7,0.0,CMY,0.0
2732,PWY-6969,TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase),AC7,62384.258549624,CMY,0.006617924964106606
2733,PWY-6992,"1,5-anhydrofructose degradation",AC7,3.2196251089054497,CMY,3.415482988603741e-07
2734,PWY-7003,glycerol degradation to butanol,AC7,12288.423414273964,CMY,0.001303595906620356
2735,PWY-7007,methyl ketone biosynthesis,AC7,21.974710504745005,CMY,2.331148732218829e-06
2736,PWY-7013,"L-1,2-propanediol degradation",AC7,1052.0375378413407,CMY,0.00011160356228838147
2737,PWY-7031,protein N-glycosylation (bacterial),AC7,7.437018463671283,CMY,7.88943097081156e-07
2738,PWY-7046,4-coumarate degradation (anaerobic),AC7,0.0,CMY,0.0
2739,PWY-7084,nitrifier denitrification,AC7,0.0,CMY,0.0
2740,PWY-7090,"UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis",AC7,606.5873791458916,CMY,6.434876125310285e-05
2741,PWY-7094,fatty acid salvage,AC7,2371.2023365436253,CMY,0.000251544852865043
2742,PWY-7097,vanillin and vanillate degradation I,AC7,33.38778986446585,CMY,3.541885295705351e-06
2743,PWY-7098,vanillin and vanillate degradation II,AC7,37.253782763311214,CMY,3.952002391125759e-06
2744,PWY-7111,pyruvate fermentation to isobutanol (engineered),AC7,65397.35374403946,CMY,0.0069375638981894715
2745,PWY-7159,"chlorophyllide a biosynthesis III (aerobic, light independent)",AC7,2.332537787232578,CMY,2.474431917719971e-07
2746,PWY-7184,pyrimidine deoxyribonucleotides de novo biosynthesis I,AC7,42553.76248385309,CMY,0.004514241470619383
2747,PWY-7187,pyrimidine deoxyribonucleotides de novo biosynthesis II,AC7,45113.50759738038,CMY,0.004785787554237368
2748,PWY-7196,superpathway of pyrimidine ribonucleosides salvage,AC7,63782.13421170861,CMY,0.006766216158967373
2749,PWY-7197,pyrimidine deoxyribonucleotide phosphorylation,AC7,42103.03153189294,CMY,0.004466426465866224
2750,PWY-7198,pyrimidine deoxyribonucleotides de novo biosynthesis IV,AC7,1615.8939166971727,CMY,0.00017141928010816558
2751,PWY-7199,pyrimidine deoxyribonucleosides salvage,AC7,62095.68561077898,CMY,0.006587312208575834
2752,PWY-7200,superpathway of pyrimidine deoxyribonucleoside salvage,AC7,45241.79793020229,CMY,0.0047993970098271985
2753,PWY-7208,superpathway of pyrimidine nucleobases salvage,AC7,90219.263097158,CMY,0.009570752740758227
2754,PWY-7210,pyrimidine deoxyribonucleotides biosynthesis from CTP,AC7,2263.2824991477496,CMY,0.00024009636565642498
2755,PWY-7211,superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis,AC7,37190.99884813539,CMY,0.003945342069287423
2756,PWY-7219,adenosine ribonucleotides de novo biosynthesis,AC7,86884.48645975762,CMY,0.009216988793386532
2757,PWY-722,nicotinate degradation I,AC7,39.14994574590212,CMY,4.153153524925343e-06
2758,PWY-7220,adenosine deoxyribonucleotides de novo biosynthesis II,AC7,79416.01907899248,CMY,0.008424709492936637
2759,PWY-7221,guanosine ribonucleotides de novo biosynthesis,AC7,76647.29691357123,CMY,0.008130994444249454
2760,PWY-7222,guanosine deoxyribonucleotides de novo biosynthesis II,AC7,79416.01907899248,CMY,0.008424709492936637
2761,PWY-7228,superpathway of guanosine nucleotides de novo biosynthesis I,AC7,57414.367878198806,CMY,0.006090702804094197
2762,PWY-7229,superpathway of adenosine nucleotides de novo biosynthesis I,AC7,85537.40620958377,CMY,0.009074086140961977
2763,PWY-7234,inosine-5'-phosphate biosynthesis III,AC7,37799.21206569231,CMY,0.004009863304764924
2764,PWY-7237,"myo-, chiro- and scillo-inositol degradation",AC7,1148.92,CMY,0.00012188116884827814
2765,PWY-7242,D-fructuronate degradation,AC7,27340.78730683338,CMY,0.002900399605010809
2766,PWY-7254,TCA cycle VII (acetate-producers),AC7,2348.01636297562,CMY,0.000249085209409142
2767,PWY-7255,ergothioneine biosynthesis I (bacteria),AC7,5.982713223688983,CMY,6.346656691390727e-07
2768,PWY-7286,7-(3-amino-3-carboxypropyl)-wyosine biosynthesis,AC7,5.333237709416937,CMY,5.657671950783778e-07
2769,PWY-7295,L-arabinose degradation IV,AC7,66.34773264737733,CMY,7.038383182027828e-06
2770,PWY-7315,dTDP-N-acetylthomosamine biosynthesis,AC7,1822.7093452932927,CMY,0.00019335893315028575
2771,PWY-7323,superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis,AC7,61320.28904064495,CMY,0.006505055619527963
2772,PWY-7328,superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis,AC7,16037.284777324208,CMY,0.0017012873079178467
2773,PWY-7332,superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis,AC7,1942.427805178708,CMY,0.0002060590565910389
2774,PWY-7347,sucrose biosynthesis III,AC7,1.4995939960201423,CMY,1.5908180642063424e-07
2775,PWY-7371,"1,4-dihydroxy-6-naphthoate biosynthesis II",AC7,3415.6454956883063,CMY,0.0003623427787712348
2776,PWY-7373,superpathway of demethylmenaquinol-6 biosynthesis II,AC7,1477.029901501972,CMY,0.00015668813391612774
2777,PWY-7374,"1,4-dihydroxy-6-naphthoate biosynthesis I",AC7,3095.402433448909,CMY,0.0003283703535882024
2778,PWY-7376,"cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)",AC7,307.0744629871196,CMY,3.257545736198121e-05
2779,PWY-7377,"cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)",AC7,1840.2863327814384,CMY,0.0001952235571274876
2780,PWY-7385,"1,3-propanediol biosynthesis (engineered)",AC7,0.0,CMY,0.0
2781,PWY-7391,isoprene biosynthesis II (engineered),AC7,37.19685543832757,CMY,3.945963355415342e-06
2782,PWY-7392,taxadiene biosynthesis (engineered),AC7,38184.4204250556,CMY,0.0040507274598752235
2783,PWY-7400,L-arginine biosynthesis IV (archaebacteria),AC7,40506.29351606835,CMY,0.004297039306000279
2784,PWY-7401,crotonate fermentation (to acetate and cyclohexane carboxylate),AC7,0.0,CMY,0.0
2785,PWY-7431,aromatic biogenic amine degradation (bacteria),AC7,359.5199582517388,CMY,3.8139046004949066e-05
2786,PWY-7446,sulfoglycolysis,AC7,5.837468581687612,CMY,6.192576453114112e-07
2787,PWY-7456,mannan degradation,AC7,23059.745023157106,CMY,0.0024462527214824813
2788,PWY-7527,L-methionine salvage cycle III,AC7,0.0,CMY,0.0
2789,PWY-7528,L-methionine salvage cycle I (bacteria and plants),AC7,0.0,CMY,0.0
2790,PWY-7539,6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia),AC7,65316.84535371246,CMY,0.006929023306403144
2791,PWY-7560,methylerythritol phosphate pathway II,AC7,71751.91883354633,CMY,0.0076116768221803155
2792,PWY-7616,methanol oxidation to carbon dioxide,AC7,13.89106564087328,CMY,1.4736094043604352e-06
2793,PWY-7644,heparin degradation,AC7,0.0,CMY,0.0
2794,PWY-7663,gondoate biosynthesis (anaerobic),AC7,91815.21453098916,CMY,0.009740056457449056
2795,PWY-7664,oleate biosynthesis IV (anaerobic),AC7,32330.20581599588,CMY,0.0034296933415372505
2796,PWY-841,superpathway of purine nucleotides de novo biosynthesis I,AC7,68066.56210766359,CMY,0.007220722199253174
2797,PWY-922,mevalonate pathway I,AC7,8119.06785359567,CMY,0.0008612971137718214
2798,PWY0-1061,superpathway of L-alanine biosynthesis,AC7,4761.586881217554,CMY,0.0005051246167317331
2799,PWY0-1241,ADP-L-glycero-&beta;-D-manno-heptose biosynthesis,AC7,3738.3942471268538,CMY,0.0003965810156107472
2800,PWY0-1261,anhydromuropeptides recycling,AC7,37544.26212560964,CMY,0.0039828173862544326
2801,PWY0-1277,3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation,AC7,3.2781383676598965,CMY,3.4775557558121953e-07
2802,PWY0-1296,purine ribonucleosides degradation,AC7,27853.01511544749,CMY,0.0029547383962499553
