,pathway,description,#SampleID,Abundance,Group,relative_abundance
6472,PWY0-1533,methylphosphonate degradation I,BA6,1788.2846392819033,CMC,0.00016027959654183876
6473,PWY0-1586,peptidoglycan maturation (meso-diaminopimelate containing),BA6,34948.3274843776,CMC,0.0031323334697195716
6474,PWY0-162,superpathway of pyrimidine ribonucleotides de novo biosynthesis,BA6,78112.09310070197,CMC,0.0070009966490829165
6475,PWY0-166,superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli),BA6,52291.23910843599,CMC,0.004686736396918597
6476,PWY0-321,phenylacetate degradation I (aerobic),BA6,1.7268098475435811,CMC,1.547697606908366e-07
6477,PWY0-41,allantoin degradation IV (anaerobic),BA6,16.84614766187832,CMC,1.5098791832235031e-06
6478,PWY0-42,2-methylcitrate cycle I,BA6,36.44300182975397,CMC,3.2662974907573855e-06
6479,PWY0-781,aspartate superpathway,BA6,16187.01048345891,CMC,0.0014508023233645426
6480,PWY0-845,superpathway of pyridoxal 5'-phosphate biosynthesis and salvage,BA6,26936.39206077854,CMC,0.002414243212158906
6481,PWY0-862,(5Z)-dodec-5-enoate biosynthesis,BA6,19078.70398507296,CMC,0.0017099777686937995
6482,PWY1G-0,mycothiol biosynthesis,BA6,2.812433446787772,CMC,2.5207155966677025e-07
6483,PWY490-3,nitrate reduction VI (assimilatory),BA6,5991.177602565678,CMC,0.0005369746559671436
6484,PWY4FS-7,phosphatidylglycerol biosynthesis I (plastidic),BA6,57231.229327581,CMC,0.005129495688058701
6485,PWY4FS-8,phosphatidylglycerol biosynthesis II (non-plastidic),BA6,57231.229327581,CMC,0.005129495688058701
6486,PWYG-321,mycolate biosynthesis,BA6,22233.29219187684,CMC,0.001992715826123629
6487,PYRIDNUCSAL-PWY,NAD salvage pathway I,BA6,82300.50504876908,CMC,0.007376393810385373
6488,PYRIDNUCSYN-PWY,NAD biosynthesis I (from aspartate),BA6,86410.16264540929,CMC,0.007744732410989301
6489,PYRIDOXSYN-PWY,pyridoxal 5'-phosphate biosynthesis I,BA6,23396.00897421561,CMC,0.002096927299326528
6490,REDCITCYC,TCA cycle VIII (helicobacter),BA6,10639.5494435539,CMC,0.0009535969021601275
6491,RHAMCAT-PWY,L-rhamnose degradation I,BA6,6823.560576315355,CMC,0.0006115791144914127
6492,RIBOSYN2-PWY,flavin biosynthesis I (bacteria and plants),BA6,90156.88579473592,CMC,0.008080542081070225
6493,RUMP-PWY,formaldehyde oxidation I,BA6,1208.4103343674867,CMC,0.00010830687497667263
6494,SALVADEHYPOX-PWY,adenosine nucleotides degradation II,BA6,14141.023524899696,CMC,0.0012674254956245151
6495,SER-GLYSYN-PWY,superpathway of L-serine and glycine biosynthesis I,BA6,99181.11302900192,CMC,0.008889361588008918
6496,SO4ASSIM-PWY,sulfate reduction I (assimilatory),BA6,11120.700783323136,CMC,0.000996721324816213
6497,SUCSYN-PWY,sucrose biosynthesis I (from photosynthesis),BA6,0.0,CMC,0.0
6498,SULFATE-CYS-PWY,superpathway of sulfate assimilation and cysteine biosynthesis,BA6,21674.043243221266,CMC,0.0019425917050033149
6499,TCA,TCA cycle I (prokaryotic),BA6,47042.50420904005,CMC,0.004216305072088751
6500,TCA-GLYOX-BYPASS,superpathway of glyoxylate bypass and TCA,BA6,457.327954767168,CMC,4.098919068433098e-05
6501,TEICHOICACID-PWY,teichoic acid (poly-glycerol) biosynthesis,BA6,9947.379682067174,CMC,0.0008915594123374211
6502,THISYN-PWY,superpathway of thiamin diphosphate biosynthesis I,BA6,62822.263763439325,CMC,0.005630606486611858
6503,THREOCAT-PWY,superpathway of L-threonine metabolism,BA6,22.232064564084467,CMC,1.9926057968346985e-06
6504,THRESYN-PWY,superpathway of L-threonine biosynthesis,BA6,89134.9525831667,CMC,0.007988948696412626
6505,TRNA-CHARGING-PWY,tRNA charging,BA6,100261.87764020868,CMC,0.008986227887721963
6506,TRPSYN-PWY,L-tryptophan biosynthesis,BA6,53175.24177251792,CMC,0.004765967402558648
6507,TYRFUMCAT-PWY,L-tyrosine degradation I,BA6,1291.5646603231844,CMC,0.0001157597946753173
6508,UBISYN-PWY,superpathway of ubiquinol-8 biosynthesis (prokaryotic),BA6,2857.3193057361286,CMC,0.00025609456987702703
6509,UDPNAGSYN-PWY,UDP-N-acetyl-D-glucosamine biosynthesis I,BA6,35286.75265323025,CMC,0.003162665693310715
6510,VALDEG-PWY,L-valine degradation I,BA6,11.951386558174525,CMC,1.0711736675370503e-06
6511,VALSYN-PWY,L-valine biosynthesis,BA6,77756.88910832013,CMC,0.006969160580406583
6512,1CMET2-PWY,N10-formyl-tetrahydrofolate biosynthesis,BA7,75251.70727087127,CMC,0.007422549590502282
6513,3-HYDROXYPHENYLACETATE-DEGRADATION-PWY,4-hydroxyphenylacetate degradation,BA7,3.954445613926965,CMC,3.900518637625496e-07
6514,AEROBACTINSYN-PWY,aerobactin biosynthesis,BA7,0.0,CMC,0.0
6515,ALL-CHORISMATE-PWY,superpathway of chorismate metabolism,BA7,230.0893998798225,CMC,2.2695165901145925e-05
6516,ANAEROFRUCAT-PWY,homolactic fermentation,BA7,74192.40728816859,CMC,0.007318064165015167
6517,ANAGLYCOLYSIS-PWY,glycolysis III (from glucose),BA7,90191.59784158386,CMC,0.008896165042689056
6518,ARG+POLYAMINE-SYN,superpathway of arginine and polyamine biosynthesis,BA7,16281.294802502644,CMC,0.0016059265955809291
6519,ARGDEG-PWY,"superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",BA7,10.73055643124544,CMC,1.0584223286510467e-06
6520,ARGORNPROST-PWY,"arginine, ornithine and proline interconversion",BA7,2874.6134814172024,CMC,0.00028354122309202137
6521,ARGSYN-PWY,L-arginine biosynthesis I (via L-ornithine),BA7,50739.07488512871,CMC,0.005004714353595241
6522,ARGSYNBSUB-PWY,L-arginine biosynthesis II (acetyl cycle),BA7,48031.34221916173,CMC,0.004737633635830016
6523,ARO-PWY,chorismate biosynthesis I,BA7,69762.48629631489,CMC,0.006881113171655194
6524,ASPASN-PWY,superpathway of L-aspartate and L-asparagine biosynthesis,BA7,80109.31120827231,CMC,0.007901685645005261
6525,AST-PWY,L-arginine degradation II (AST pathway),BA7,460.4421424482654,CMC,4.541630694938778e-05
6526,BIOTIN-BIOSYNTHESIS-PWY,biotin biosynthesis I,BA7,23729.283235376795,CMC,0.0023405685790976933
6527,BRANCHED-CHAIN-AA-SYN-PWY,superpathway of branched amino acid biosynthesis,BA7,73947.32904336318,CMC,0.00729389055498565
6528,CALVIN-PWY,Calvin-Benson-Bassham cycle,BA7,89677.64034945937,CMC,0.00884547017992704
6529,CATECHOL-ORTHO-CLEAVAGE-PWY,catechol degradation to &beta;-ketoadipate,BA7,3.4029383684869696,CMC,3.3565323245888157e-07
6530,CENTBENZCOA-PWY,benzoyl-CoA degradation II (anaerobic),BA7,0.0,CMC,0.0
6531,CENTFERM-PWY,pyruvate fermentation to butanoate,BA7,8088.031014998117,CMC,0.0007977734123991385
6532,CHLOROPHYLL-SYN,"chlorophyllide a biosynthesis I (aerobic, light-dependent)",BA7,0.0,CMC,0.0
6533,COA-PWY,coenzyme A biosynthesis I,BA7,81299.01621428436,CMC,0.008019033738828662
6534,COBALSYN-PWY,adenosylcobalamin salvage from cobinamide I,BA7,30535.166838613444,CMC,0.00301187572127817
6535,CODH-PWY,reductive acetyl coenzyme A pathway,BA7,7522.079227410533,CMC,0.0007419500249764279
6536,COLANSYN-PWY,colanic acid building blocks biosynthesis,BA7,48022.18403753415,CMC,0.0047367303067262015
6537,COMPLETE-ARO-PWY,superpathway of aromatic amino acid biosynthesis,BA7,73021.49043299732,CMC,0.0072025692647788245
6538,CRNFORCAT-PWY,creatinine degradation I,BA7,611.8903513865614,CMC,6.035459714911574e-05
6539,DAPLYSINESYN-PWY,L-lysine biosynthesis I,BA7,53952.889761064085,CMC,0.005321713145469269
6540,DENITRIFICATION-PWY,nitrate reduction I (denitrification),BA7,242.13126777932723,CMC,2.388293113449299e-05
6541,DENOVOPURINE2-PWY,superpathway of purine nucleotides de novo biosynthesis II,BA7,76478.94576738754,CMC,0.007543599848763886
6542,DHGLUCONATE-PYR-CAT-PWY,glucose degradation (oxidative),BA7,2.184885764684586,CMC,2.1550903661997507e-07
6543,DTDPRHAMSYN-PWY,dTDP-L-rhamnose biosynthesis I,BA7,83266.43340097311,CMC,0.008213092480656789
6544,ECASYN-PWY,enterobacterial common antigen biosynthesis,BA7,8.489916824111665,CMC,8.37413939585146e-07
6545,ENTBACSYN-PWY,enterobactin biosynthesis,BA7,25.35996380478444,CMC,2.501412868638243e-06
6546,FAO-PWY,fatty acid &beta;-oxidation I,BA7,4478.953068060083,CMC,0.00044178733568848896
6547,FASYN-ELONG-PWY,fatty acid elongation -- saturated,BA7,82847.27724967765,CMC,0.008171748470906208
6548,FASYN-INITIAL-PWY,superpathway of fatty acid biosynthesis initiation (E. coli),BA7,14861.302966991168,CMC,0.0014658638621302005
6549,FERMENTATION-PWY,mixed acid fermentation,BA7,48554.12083842634,CMC,0.004789198581890022
6550,FOLSYN-PWY,superpathway of tetrahydrofolate biosynthesis and salvage,BA7,71991.97694743902,CMC,0.00710102186900824
6551,FUC-RHAMCAT-PWY,superpathway of fucose and rhamnose degradation,BA7,5281.292620741884,CMC,0.0005209271364210543
6552,FUCCAT-PWY,fucose degradation,BA7,4144.848703088848,CMC,0.00040883251901601466
6553,GALACT-GLUCUROCAT-PWY,superpathway of hexuronide and hexuronate degradation,BA7,20452.076063301647,CMC,0.002017317006006893
6554,GALACTARDEG-PWY,D-galactarate degradation I,BA7,86.41182714530238,CMC,8.523342465615958e-06
6555,GALACTUROCAT-PWY,D-galacturonate degradation I,BA7,30455.12451707036,CMC,0.0030039806432455357
6556,GALLATE-DEGRADATION-I-PWY,gallate degradation II,BA7,1.8781821980777265,CMC,1.852569331756119e-07
6557,GALLATE-DEGRADATION-II-PWY,gallate degradation I,BA7,1.8781821980777265,CMC,1.852569331756119e-07
6558,GLCMANNANAUT-PWY,"superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation",BA7,24685.18009800389,CMC,0.002434854703938898
6559,GLUCARDEG-PWY,D-glucarate degradation I,BA7,1218.649338425209,CMC,0.00012020305553114374
6560,GLUCARGALACTSUPER-PWY,superpathway of D-glucarate and D-galactarate degradation,BA7,86.41182714530238,CMC,8.523342465615958e-06
6561,GLUCONEO-PWY,gluconeogenesis I,BA7,83642.76992366425,CMC,0.008250212920892614
6562,GLUCOSE1PMETAB-PWY,glucose and glucose-1-phosphate degradation,BA7,720.1479601589059,CMC,7.103272657373495e-05
6563,GLUCUROCAT-PWY,superpathway of &beta;-D-glucuronide and D-glucuronate degradation,BA7,19587.37075754669,CMC,0.0019320256784622085
6564,GLUTORN-PWY,L-ornithine biosynthesis,BA7,42416.3651535497,CMC,0.004183793102099415
6565,GLYCOCAT-PWY,glycogen degradation I (bacterial),BA7,79730.19740731678,CMC,0.007864291264331516
6566,GLYCOGENSYNTH-PWY,glycogen biosynthesis I (from ADP-D-Glucose),BA7,69654.83537799002,CMC,0.006870494883928468
6567,GLYCOL-GLYOXDEG-PWY,superpathway of glycol metabolism and degradation,BA7,575.0382832730169,CMC,5.6719645690795357e-05
6568,GLYCOLYSIS,glycolysis I (from glucose 6-phosphate),BA7,85741.32525260701,CMC,0.008457206643193448
6569,GLYCOLYSIS-E-D,superpathway of glycolysis and Entner-Doudoroff,BA7,33829.623000269225,CMC,0.0033368286707920647
6570,GLYCOLYSIS-TCA-GLYOX-BYPASS,"superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass",BA7,2344.215712839977,CMC,0.00023122475237348766
6571,GLYOXYLATE-BYPASS,glyoxylate cycle,BA7,863.9333073162401,CMC,8.521518047901687e-05
6572,GOLPDLCAT-PWY,"superpathway of glycerol degradation to 1,3-propanediol",BA7,773.2537636656783,CMC,7.627088626961563e-05
6573,HCAMHPDEG-PWY,3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate,BA7,0.592570888468809,CMC,5.844899690734694e-08
6574,HEME-BIOSYNTHESIS-II,heme biosynthesis I (aerobic),BA7,6652.266326489247,CMC,0.00065615490316866
6575,HEMESYN2-PWY,heme biosynthesis II (anaerobic),BA7,25425.396979569363,CMC,0.0025078669545629236
6576,HEXITOLDEGSUPER-PWY,superpathway of hexitol degradation (bacteria),BA7,963.1896786646736,CMC,9.500546119457793e-05
6577,HISDEG-PWY,L-histidine degradation I,BA7,36065.18593028436,CMC,0.003557336315236552
6578,HISTSYN-PWY,L-histidine biosynthesis,BA7,59793.01911115908,CMC,0.00589776186633075
6579,HOMOSER-METSYN-PWY,L-methionine biosynthesis I,BA7,8151.591037117393,CMC,0.0008040427374850874
6580,HSERMETANA-PWY,L-methionine biosynthesis III,BA7,14602.3887211967,CMC,0.0014403255202268157
6581,ILEUSYN-PWY,L-isoleucine biosynthesis I (from threonine),BA7,78346.48374543965,CMC,0.007727806875514013
6582,KDO-NAGLIPASYN-PWY,superpathway of (Kdo)2-lipid A biosynthesis,BA7,2709.9159713996805,CMC,0.00026729607092375286
6583,KETOGLUCONMET-PWY,ketogluconate metabolism,BA7,3.338751829358348,CMC,3.2932211005643576e-07
6584,LACTOSECAT-PWY,lactose and galactose degradation I,BA7,1546.4552336054714,CMC,0.00015253661447986314
6585,LEU-DEG2-PWY,L-leucine degradation I,BA7,3562.87641985502,CMC,0.00035142892926021086
6586,LIPASYN-PWY,phospholipases,BA7,0.0,CMC,0.0
6587,LPSSYN-PWY,superpathway of lipopolysaccharide biosynthesis,BA7,0.0,CMC,0.0
6588,MET-SAM-PWY,superpathway of S-adenosyl-L-methionine biosynthesis,BA7,12190.482927934372,CMC,0.0012024240691186209
6589,METH-ACETATE-PWY,methanogenesis from acetate,BA7,3895.818560985169,CMC,0.00038426910847914983
6590,METHANOGENESIS-PWY,methanogenesis from H2 and CO2,BA7,44.41140875166455,CMC,4.380576810792144e-06
6591,METHGLYUT-PWY,superpathway of methylglyoxal degradation,BA7,11.588723013803603,CMC,1.143068700766188e-06
6592,METHYLGALLATE-DEGRADATION-PWY,methylgallate degradation,BA7,2.347716659477408,CMC,2.3157007277846523e-07
6593,NAD-BIOSYNTHESIS-II,NAD salvage pathway II,BA7,131.03915692175468,CMC,1.2925216926285336e-05
6594,NADSYN-PWY,NAD biosynthesis II (from tryptophan),BA7,3.427026132058052,CMC,3.3802916021008973e-07
6595,NAGLIPASYN-PWY,lipid IVA biosynthesis,BA7,56802.29964222591,CMC,0.005602768378813824
6596,NONMEVIPP-PWY,methylerythritol phosphate pathway I,BA7,76720.4946819414,CMC,0.0075674253387338925
6597,NONOXIPENT-PWY,pentose phosphate pathway (non-oxidative branch),BA7,101890.34132895849,CMC,0.010050085755332025
6598,OANTIGEN-PWY,O-antigen building blocks biosynthesis (E. coli),BA7,50565.20970228337,CMC,0.004987564936146331
6599,ORNARGDEG-PWY,superpathway of L-arginine and L-ornithine degradation,BA7,10.73055643124544,CMC,1.0584223286510467e-06
6600,ORNDEG-PWY,superpathway of ornithine degradation,BA7,8.856826254969866,CMC,8.736045264108371e-07
6601,P101-PWY,ectoine biosynthesis,BA7,0.0,CMC,0.0
6602,P105-PWY,TCA cycle IV (2-oxoglutarate decarboxylase),BA7,1422.085093826868,CMC,0.00014026920469523862
6603,P108-PWY,pyruvate fermentation to propanoate I,BA7,52695.20275321865,CMC,0.005197659558864773
6604,P122-PWY,heterolactic fermentation,BA7,24635.57272978988,CMC,0.0024299616169382618
6605,P124-PWY,Bifidobacterium shunt,BA7,31218.543365429785,CMC,0.0030792814499086343
6606,P125-PWY,"superpathway of (R,R)-butanediol biosynthesis",BA7,535.9211998356833,CMC,5.286128151303253e-05
6607,P161-PWY,acetylene degradation,BA7,40159.88868590679,CMC,0.00396122262378996
6608,P162-PWY,L-glutamate degradation V (via hydroxyglutarate),BA7,1108.5885010673144,CMC,0.00010934706231997842
6609,P163-PWY,L-lysine fermentation to acetate and butanoate,BA7,1063.6963201588846,CMC,0.0001049190639249493
6610,P164-PWY,purine nucleobases degradation I (anaerobic),BA7,15635.534477248317,CMC,0.0015422311897009553
6611,P184-PWY,protocatechuate degradation I (meta-cleavage pathway),BA7,0.0,CMC,0.0
6612,P221-PWY,octane oxidation,BA7,3.999806743669207,CMC,3.9452611753304617e-07
6613,P23-PWY,reductive TCA cycle I,BA7,33307.77956972569,CMC,0.0032853559682825425
6614,P241-PWY,coenzyme B biosynthesis,BA7,42.464741185296326,CMC,4.188564734633127e-06
6615,P261-PWY,coenzyme M biosynthesis I,BA7,102.28874680898006,CMC,1.0089382995751348e-05
6616,P281-PWY,3-phenylpropanoate degradation,BA7,7.967413205818802,CMC,7.858761186020879e-07
6617,P341-PWY,glycolysis V (Pyrococcus),BA7,0.0,CMC,0.0
6618,P381-PWY,adenosylcobalamin biosynthesis II (late cobalt incorporation),BA7,20.86358248826809,CMC,2.057906475095338e-06
6619,P4-PWY,"superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",BA7,25033.147152601392,CMC,0.00246917688495353
6620,P42-PWY,incomplete reductive TCA cycle,BA7,84752.97938470815,CMC,0.008359719868698871
6621,P441-PWY,superpathway of N-acetylneuraminate degradation,BA7,37697.80706907348,CMC,0.0037183720153508982
6622,P461-PWY,"hexitol fermentation to lactate, formate, ethanol and acetate",BA7,3982.956542432749,CMC,0.000392864076114672
6623,P562-PWY,myo-inositol degradation I,BA7,364.5385238473001,CMC,3.595672934257078e-05
6624,P621-PWY,nylon-6 oligomer degradation,BA7,0.0,CMC,0.0
6625,PANTO-PWY,phosphopantothenate biosynthesis I,BA7,62217.41905644445,CMC,0.0061368956943024825
6626,PANTOSYN-PWY,pantothenate and coenzyme A biosynthesis I,BA7,66974.21722559084,CMC,0.006606088641319732
6627,PENTOSE-P-PWY,pentose phosphate pathway,BA7,43128.491419673,CMC,0.0042540345984946135
6628,PEPTIDOGLYCANSYN-PWY,peptidoglycan biosynthesis I (meso-diaminopimelate containing),BA7,83729.53700679068,CMC,0.00825877130449195
6629,PHOSLIPSYN-PWY,superpathway of phospholipid biosynthesis I (bacteria),BA7,73699.82200297713,CMC,0.007269477377558977
6630,POLYAMINSYN3-PWY,superpathway of polyamine biosynthesis II,BA7,3530.180758903882,CMC,0.00034820395040450846
6631,POLYAMSYN-PWY,superpathway of polyamine biosynthesis I,BA7,9697.050858767052,CMC,0.0009564811682177246
6632,POLYISOPRENSYN-PWY,polyisoprenoid biosynthesis (E. coli),BA7,70838.29347180162,CMC,0.006987226805477816
6633,PPGPPMET-PWY,ppGpp biosynthesis,BA7,1743.9128942556374,CMC,0.0001720131065270775
6634,PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY,protocatechuate degradation II (ortho-cleavage pathway),BA7,13.955718110557678,CMC,1.376540327169189e-06
6635,PRPP-PWY,"superpathway of histidine, purine, and pyrimidine biosynthesis",BA7,51345.92289852599,CMC,0.005064571593207433
6636,PWY-1269,CMP-3-deoxy-D-manno-octulosonate biosynthesis I,BA7,52664.3013866011,CMC,0.005194611562554107
6637,PWY-1361,benzoyl-CoA degradation I (aerobic),BA7,0.0,CMC,0.0
6638,PWY-1541,superpathway of taurine degradation,BA7,43.81760055208303,CMC,4.322005770100993e-06
6639,PWY-1622,formaldehyde assimilation I (serine pathway),BA7,685.7357106670047,CMC,6.763842978449459e-05
6640,PWY-181,photorespiration,BA7,2017.3712258232297,CMC,0.00019898602316390917
6641,PWY-1861,formaldehyde assimilation II (RuMP Cycle),BA7,4993.494255079215,CMC,0.0004925397719522676
6642,PWY-1882,superpathway of C1 compounds oxidation to CO2,BA7,0.0,CMC,0.0
6643,PWY-2941,L-lysine biosynthesis II,BA7,28403.16606104685,CMC,0.0028015830638436316
6644,PWY-2942,L-lysine biosynthesis III,BA7,90384.67590792288,CMC,0.00891520954778023
6645,PWY-3001,superpathway of L-isoleucine biosynthesis I,BA7,78873.65901982639,CMC,0.007779805491345243
6646,PWY-3661,glycine betaine degradation I,BA7,1497.9248840319135,CMC,0.00014774976060746495
6647,PWY-3781,aerobic respiration I (cytochrome c),BA7,33840.00914385012,CMC,0.0033378531215132396
6648,PWY-3801,sucrose degradation II (sucrose synthase),BA7,0.0,CMC,0.0
6649,PWY-4361,S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation,BA7,0.0,CMC,0.0
6650,PWY-4984,urea cycle,BA7,4372.032373292836,CMC,0.0004312410745079397
6651,PWY-5005,biotin biosynthesis II,BA7,159.6593870372736,CMC,1.574821038421923e-05
6652,PWY-5022,4-aminobutanoate degradation V,BA7,2539.1863115753386,CMC,0.00025045592984822545
6653,PWY-5028,L-histidine degradation II,BA7,2.499898635932645,CMC,2.465807390873862e-07
6654,PWY-5088,L-glutamate degradation VIII (to propanoate),BA7,31.983765067725987,CMC,3.154760083404312e-06
6655,PWY-5097,L-lysine biosynthesis VI,BA7,89110.43116310047,CMC,0.008789522767348307
6656,PWY-5100,pyruvate fermentation to acetate and lactate II,BA7,84812.64054183233,CMC,0.008365604624187367
6657,PWY-5101,L-isoleucine biosynthesis II,BA7,84351.238892653,CMC,0.00832009367504909
6658,PWY-5103,L-isoleucine biosynthesis III,BA7,70295.29304802038,CMC,0.006933667255543989
6659,PWY-5104,L-isoleucine biosynthesis IV,BA7,81198.5923453135,CMC,0.008009128300473314
6660,PWY-5121,superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),BA7,76731.0792399608,CMC,0.007568469360320137
6661,PWY-5154,L-arginine biosynthesis III (via N-acetyl-L-citrulline),BA7,47721.895416776606,CMC,0.004707110949772433
6662,PWY-5177,glutaryl-CoA degradation,BA7,3216.2386498699107,CMC,0.00031723786395461965
6663,PWY-5178,toluene degradation IV (aerobic) (via catechol),BA7,0.0,CMC,0.0
6664,PWY-5180,toluene degradation I (aerobic) (via o-cresol),BA7,15.95651959214913,CMC,1.573891972154546e-06
6665,PWY-5181,toluene degradation III (aerobic) (via p-cresol),BA7,3.648510011097138,CMC,3.598755094197744e-07
6666,PWY-5182,toluene degradation II (aerobic) (via 4-methylcatechol),BA7,15.95651959214913,CMC,1.573891972154546e-06
6667,PWY-5183,superpathway of aerobic toluene degradation,BA7,0.0,CMC,0.0
6668,PWY-5188,tetrapyrrole biosynthesis I (from glutamate),BA7,27765.91931649854,CMC,0.0027387274060208773
6669,PWY-5189,tetrapyrrole biosynthesis II (from glycine),BA7,25690.51682790381,CMC,0.0025340173941085075
6670,PWY-5198,factor 420 biosynthesis,BA7,29.454545454545457,CMC,2.90528723175819e-06
6671,PWY-5265,peptidoglycan biosynthesis II (staphylococci),BA7,142.24066439167757,CMC,1.4030092120473362e-05
6672,PWY-5304,superpathway of sulfur oxidation (Acidianus ambivalens),BA7,2907.0800000000004,CMC,0.0002867436001935049
6673,PWY-5345,superpathway of L-methionine biosynthesis (by sulfhydrylation),BA7,14540.168604946128,CMC,0.001434188358491278
6674,PWY-5347,superpathway of L-methionine biosynthesis (transsulfuration),BA7,17135.418991195467,CMC,0.0016901742409426448
6675,PWY-5384,sucrose degradation IV (sucrose phosphorylase),BA7,3463.3328302271066,CMC,0.0003416103183977328
6676,PWY-5415,catechol degradation I (meta-cleavage pathway),BA7,7.0544586123742565,CMC,6.958256600878789e-07
6677,PWY-5417,catechol degradation III (ortho-cleavage pathway),BA7,3.6941094053590775,CMC,3.6437326471970135e-07
6678,PWY-5419,catechol degradation to 2-oxopent-4-enoate II,BA7,1.8822853155055863,CMC,1.8566164947625765e-07
6679,PWY-5420,catechol degradation II (meta-cleavage pathway),BA7,2.895789510883617,CMC,2.8562994817939546e-07
6680,PWY-5430,meta cleavage pathway of aromatic compounds,BA7,0.0,CMC,0.0
6681,PWY-5431,aromatic compounds degradation via &beta;-ketoadipate,BA7,3.6941094053590775,CMC,3.6437326471970135e-07
6682,PWY-5484,glycolysis II (from fructose 6-phosphate),BA7,79078.0501670882,CMC,0.007799965876822606
6683,PWY-5505,L-glutamate and L-glutamine biosynthesis,BA7,35555.5924170205,CMC,0.0035070718991803947
6684,PWY-5507,adenosylcobalamin biosynthesis I (early cobalt insertion),BA7,1398.301825003311,CMC,0.00013792331117774457
6685,PWY-5509,"adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I",BA7,28886.098346390187,CMC,0.0028492177151600816
6686,PWY-5529,superpathway of bacteriochlorophyll a biosynthesis,BA7,0.0,CMC,0.0
6687,PWY-5531,chlorophyllide a biosynthesis II (anaerobic),BA7,0.0,CMC,0.0
6688,PWY-5532,adenosine nucleotides degradation IV,BA7,53.96299007548392,CMC,5.322709403061021e-06
6689,PWY-5647,2-nitrobenzoate degradation I,BA7,0.0,CMC,0.0
6690,PWY-5651,L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde,BA7,2.1419316897461105,CMC,2.112722058169562e-07
6691,PWY-5654,2-amino-3-carboxymuconate semialdehyde degradation to 2-oxopentenoate,BA7,0.0,CMC,0.0
6692,PWY-5655,L-tryptophan degradation IX,BA7,0.0,CMC,0.0
6693,PWY-5659,GDP-mannose biosynthesis,BA7,76838.998999644,CMC,0.0075791141655623655
6694,PWY-5667,CDP-diacylglycerol biosynthesis I,BA7,82512.70542044875,CMC,0.008138747545291357
6695,PWY-5676,acetyl-CoA fermentation to butanoate II,BA7,6616.477913327967,CMC,0.0006526248666938887
6696,PWY-5677,succinate fermentation to butanoate,BA7,376.10469555697006,CMC,3.709757366625194e-05
6697,PWY-5686,UMP biosynthesis,BA7,89956.75631102464,CMC,0.008873001144224789
6698,PWY-5695,urate biosynthesis/inosine 5'-phosphate degradation,BA7,81465.43561578183,CMC,0.008035448731992741
6699,PWY-5705,allantoin degradation to glyoxylate III,BA7,121.70906385391778,CMC,1.2004931114951621e-05
6700,PWY-5741,ethylmalonyl-CoA pathway,BA7,439.4027022047772,CMC,4.334105451688716e-05
6701,PWY-5747,2-methylcitrate cycle II,BA7,68.72872117315333,CMC,6.779146410104143e-06
6702,PWY-5837,"1,4-dihydroxy-2-naphthoate biosynthesis I",BA7,1206.3647004634115,CMC,0.00011899134435833818
6703,PWY-5838,superpathway of menaquinol-8 biosynthesis I,BA7,3947.5226203551465,CMC,0.0003893690053269717
6704,PWY-5840,superpathway of menaquinol-7 biosynthesis,BA7,3937.164006053048,CMC,0.00038834726999185893
6705,PWY-5845,superpathway of menaquinol-9 biosynthesis,BA7,2852.442347863279,CMC,0.0002813543446244102
6706,PWY-5850,superpathway of menaquinol-6 biosynthesis I,BA7,2852.442347863279,CMC,0.0002813543446244102
6707,PWY-5855,ubiquinol-7 biosynthesis (prokaryotic),BA7,2694.18684738167,CMC,0.0002657446084085092
6708,PWY-5856,ubiquinol-9 biosynthesis (prokaryotic),BA7,2694.18684738167,CMC,0.0002657446084085092
6709,PWY-5857,ubiquinol-10 biosynthesis (prokaryotic),BA7,2694.18684738167,CMC,0.0002657446084085092
6710,PWY-5860,superpathway of demethylmenaquinol-6 biosynthesis I,BA7,1930.809896882332,CMC,0.000190447934395094
6711,PWY-5861,superpathway of demethylmenaquinol-8 biosynthesis,BA7,2687.9018594256268,CMC,0.00026512468048300023
6712,PWY-5862,superpathway of demethylmenaquinol-9 biosynthesis,BA7,1930.809896882332,CMC,0.000190447934395094
6713,PWY-5863,superpathway of phylloquinol biosynthesis,BA7,1375.5540995941496,CMC,0.00013567955982586013
6714,PWY-5896,superpathway of menaquinol-10 biosynthesis,BA7,2852.442347863279,CMC,0.0002813543446244102
6715,PWY-5897,superpathway of menaquinol-11 biosynthesis,BA7,3483.5821789941983,CMC,0.0003436076391343654
6716,PWY-5898,superpathway of menaquinol-12 biosynthesis,BA7,3483.5821789941983,CMC,0.0003436076391343654
