	pathway	description	AB1	AB10	AB2	AB3	AB4	AB5	AB6	AB7	AB8	AB9	AC1	AC2	AC3	AC4	AC5	AC6	AC7	AC8	AC9	BA1	BA10	BA2	BA3	BA4	BA5	BA6	BA7	BA8	BA9
92	P122-PWY	heterolactic fermentation	24282.585736842026	14585.183762398066	24057.75856953773	11790.296896763786	23668.19757492797	13675.26559579158	24492.06196936916	62859.39172289355	30254.913386006283	38261.34532550614	27525.144504143656	21532.88573119209	28281.497549628508	13895.955692767946	24207.7622794654	13699.33166432794	19544.56777792453	33018.27643700764	24137.34388583197	20441.473577209483	28285.19182209895	18292.696426996903	27733.63004083724	23371.287666378583	13942.126890527648	23114.70719777068	24635.57272978988	24581.46509663724	30072.040349000374
93	P124-PWY	Bifidobacterium shunt	33241.06937445939	20551.97581655838	31795.320179378108	17579.65252840444	35236.0198981654	19369.43902760853	35218.87153042191	76460.18276484161	41373.27938543241	52258.614190118176	36976.35001654418	28122.83482704604	37889.83943873918	16944.20964247723	33846.817622732415	17792.062313434737	25405.324554204624	43386.93045126888	32160.82990454541	27773.207631793	37603.98660347549	24152.33666674936	35851.878372921754	31145.92631501778	21458.084984166835	31153.424153514763	31218.543365429785	30896.044734907755	38419.98764695398
94	P125-PWY	superpathway of (R,R)-butanediol biosynthesis	409.7380566587191	712.9201274969787	345.86599482583813	213.6818424853573	748.9432356888848	217.98101240424447	227.6757317184365	692.4438887231405	682.5320529915222	475.2762804956691	1115.3209232611653	2341.4874478984234	1129.991531396799	1780.737535712587	1115.775961286549	705.1001897175158	1060.050877689008	854.471197866353	1788.2114507165088	406.8367299873151	1001.4704505459256	401.0106346043135	487.5864336466788	919.7452861104412	314.28507971370044	319.93551535291994	535.9211998356833	274.78272695099105	790.0423598008746
95	P161-PWY	acetylene degradation	36524.31425484424	27121.368693695964	29957.14600401404	23399.18762485637	63831.66043490474	22050.781229938137	33840.9917811459	78549.29181265352	52226.61397704612	54900.503040194926	36860.51584084795	61289.481657785866	46299.88067212522	30100.31366562692	38272.30772999282	23719.474672895605	29514.376774195243	48843.64192856938	42189.63178796347	31421.71939523801	42575.5743673143	28589.816484198265	42319.50866038692	33583.76346752547	112507.1150867366	32513.92972617275	40159.88868590679	31314.85285481844	43428.81328932176
96	P162-PWY	L-glutamate degradation V (via hydroxyglutarate)	1329.065265580239	439.4831618221496	783.2490520866925	346.5322736776608	3552.360565882823	578.0103138522817	827.8379314252069	818.6097866363274	680.3058492657747	1702.1052422742462	1181.863316611791	1887.425343606413	1427.061851571053	1072.5639366662176	2105.7669337186408	1064.1980586374752	1374.1933654162558	1394.0417495861689	1633.207772780415	1580.360006974132	3131.6376100496373	2004.056074835613	1023.0904768626268	2010.317117931336	802.2602243661948	1210.0704552805023	1108.5885010673144	915.516392700146	1135.526744439681
97	P163-PWY	L-lysine fermentation to acetate and butanoate	491.8417301923647	425.9239505564129	580.5816278143998	511.4987586730418	1800.146380183532	481.9968074150733	551.1240423853499	908.9462532023718	950.7690820165672	1103.7172397467302	870.3970067552965	1850.1226978506168	1166.1768551222683	1606.5477619320125	1978.2226070191664	873.4683359512043	1354.3478088070854	1313.6507819537203	1689.5997014801806	1189.2855331236678	1190.287300685428	1023.614772360879	776.9821183605717	1136.6241565189482	1215.6084101173085	898.4397217060255	1063.6963201588846	707.3513581920397	1174.1994551736395
98	P164-PWY	purine nucleobases degradation I (anaerobic)	13353.547828130597	10639.570142831451	11573.532960685605	10125.734885795437	19843.3596618987	8285.157051241275	6389.555405998105	9968.6504047158	16446.33695520061	16097.48101185384	8100.889567377257	22199.280474291667	11656.222815798534	8535.015799460733	12701.927695279996	7048.983832734822	9051.598655385196	11790.157536494506	13481.056826315908	11628.465137750238	14320.941208997963	11103.43106430588	11898.908860588968	14462.476372192892	27181.09924118979	11459.269382557532	15635.534477248317	8651.254793217831	13175.837828360807
99	P184-PWY	protocatechuate degradation I (meta-cleavage pathway)	1.8660917229825624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.412077982505972	0.0	1.8064476603792807	0.0	2.3655093201145045	50.17321322192126	45.68847827827474	115.13267725971129	160.2970489806696	0.0	81.22938614352707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100	P221-PWY	octane oxidation	9.998230893712131	9.498201766298276	15.995302702312255	1.9998827321344337	1.9999594204585287	13.994881915754272	3.999579048139139	5.999247414969823	11.498011837713076	11.998003490803326	88.39317917156215	50.4773548228739	21.99511884431141	52.475676979464886	17.996536458738934	133.20400651947435	236.48030725781263	256.35957861419644	652.2624665916319	14.157328033754707	720.2393251342443	1.9999485640110704	5.999521155727263	2.4999183635546025	6.799447294742216	6.499468422263296	3.999806743669207	3.999785255626682	15.996615411840788
101	P23-PWY	reductive TCA cycle I	24531.24199889706	14770.746095042015	24027.153109597777	18921.774424884417	22646.64601157174	14922.04274190824	16355.135214057716	32015.606637376128	20738.02631066145	25095.493365761544	22874.147052665496	39573.49556584261	23413.53321406626	20024.071184972297	25119.07020946667	17480.96931345365	18701.49599962033	21128.809365465622	28811.697079318383	19729.080538329672	26371.80588936269	20000.19940664445	25702.996159511444	21053.44504587792	26739.64598241324	22538.49844161585	33307.77956972569	22900.466921473315	26276.80714425984
102	P241-PWY	coenzyme B biosynthesis	5.199141048824593	6.792899408284024	1.728606356968215	7.892156862745098	31.90870488322718	8.273420479302832	13.65174129353234	15.43059936908517	6.884488448844884	0.0	10.435603892386949	83.39942159383035	0.0	6.985260054748368	150.62454469038948	3.4898989898989896	1.7463511259382818	0.0	10.463192334657627	6.702127659574468	21.98602500516636	1.7169811320754718	20.7489851150203	32.49283667621776	0.0	5.122366288492706	42.464741185296326	3.466793168880455	13.575757575757576
103	P261-PWY	coenzyme M biosynthesis I	11.937935195265036	15.814767412614456	3.995377313901076	21.467502976843644	73.63951719535044	19.81484540562063	30.892523188222604	35.07484003735375	15.790170669714485	0.0	23.69247462612856	191.84932786501804	0.0	15.926270281496716	331.5328034096017	7.947173957812218	3.995165187167364	0.0	31.424754355369192	15.925449109562154	86.08196554734121	3.995976357526828	51.05182827892315	78.23379992868203	0.0	11.802501538849436	102.28874680898006	7.926875311034869	31.465794421329463
104	P281-PWY	3-phenylpropanoate degradation	18.24898839589219	33.76874315369835	7.861818713320221	14.410093121057375	22.369223082687988	19.025745311482385	29.58718986450818	28.00255367492924	19.04917274376362	40.950304213238994	25.693640297733065	6.178388806013203	15.887760786294171	5.924973598051888	3.9705066322070617	124.7693355254636	78.66102364606093	254.5352059949142	210.1735114715993	5.974002118442149	289.27228110493525	17.679339963559986	3.986202975337818	5.962237647796855	6.285670987490335	7.932251235003528	7.967413205818802	0.0	13.6305341159137
105	P341-PWY	glycolysis V (Pyrococcus)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.999353802393978	0.0	0.0	2.4999567120694928	0.0	0.0	2.499953605721904	2.499955841713149	0.0	0.0	77.4612534090092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
106	P381-PWY	adenosylcobalamin biosynthesis II (late cobalt incorporation)	148.22662231342338	52.70993317367811	80.92666511374561	30.546649040781062	20.83404806925864	81.57644871104446	20.82152255149917	31.124089971140133	59.4824336559769	73.1595537481297	291.3394867807416	259.13172498427167	134.17619552933922	238.03056406123528	92.75319892309632	458.7442699708822	484.5522134319484	1088.0930221143367	844.540607206215	74.14368096839378	2245.533023940965	13.71024613597108	45.64322622019405	19.574796621918463	35.97039509905052	38.54866551874586	20.86358248826809	24.73720421393533	71.26175749216735
107	P4-PWY	superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	22153.317231346085	22711.04727076832	15010.003410310226	16840.689081329725	34158.76870606	14409.267040276754	21052.67368236475	28511.13179933973	26607.11330470372	25720.29343184173	17663.8765234895	31450.480890557334	19089.12668897713	20943.39841221143	24162.53884092483	17290.18870517802	20588.440551266543	23240.1779606401	27713.78200955311	20138.749164925903	26236.83461598322	20621.18176797313	21432.030698536168	15367.62393384366	41942.42881702099	19980.29944938221	25033.147152601392	20006.224568722	20012.82225084185
108	P42-PWY	incomplete reductive TCA cycle	55575.14898507792	59394.60038196804	74175.71942845959	67675.27623222131	73799.90603947699	55935.98173619495	56462.54605882411	51380.82961451991	52380.25470845692	62047.95176977797	87191.84299276034	80213.5856070486	86480.99419203794	87497.46386175876	96331.19677546404	66044.14700540878	82134.33624990325	74465.98709537523	96646.85666181514	76908.10088431739	73490.50027175686	106769.42840065356	82976.50355052327	75614.60882156214	47399.57357597753	108731.23427483474	84752.97938470815	90321.94142876766	80394.31337911944
109	P441-PWY	superpathway of N-acetylneuraminate degradation	29985.625474194923	20242.29482758001	28313.17292457856	21667.362854294643	39172.07144017978	18611.33690514703	23346.88921020417	53267.24398109065	33472.44963358872	37988.01538013783	30444.08643001254	48285.40924312498	31035.94858895316	23065.74170400258	30359.02503969851	19947.00888342829	23159.567266369868	33250.062800685715	35069.9054631007	24108.908340072023	34494.78082272799	21372.943677669955	34141.148198699186	27052.31755757009	53585.703745767445	26230.805569152617	37697.80706907348	28381.59771270857	35111.75651873738
110	P461-PWY	hexitol fermentation to lactate, formate, ethanol and acetate	11122.65944313984	5279.223318623315	9589.69387267863	5195.363687511209	8344.189850793977	6813.409167691966	9496.549441694651	22586.514591787367	13840.21802112695	15199.644608965957	11823.40686325521	10770.993828590814	11818.962199141968	2858.4856229297543	11025.574558920976	5738.422193850842	8127.595334260794	12958.346311163568	10014.38577144834	4716.176065452796	13150.409630876293	2579.858970125333	3823.423703533736	2457.894471686912	14983.611644496066	3015.351360515206	3982.956542432749	5291.093782975998	6243.815033177669
111	P562-PWY	myo-inositol degradation I	42.52022066473446	25.41174838078972	86.53426864005165	29.694510658697315	87.10681383589719	73.54705795654858	81.13104845921838	94.90148804783766	94.6673281154258	72.65791703923871	196.73382124986912	244.3136818932964	581.4516259490127	150.91231420591822	130.48047421425397	247.4748358002388	235.56039543907508	273.77993741884603	261.3969529573205	347.02969120305903	1460.2049605473376	118.10445301434832	101.65933426649649	198.3569587111395	73.06078272454099	202.82347369493831	364.5385238473001	284.1484686476183	113.47772915749395
112	P621-PWY	nylon-6 oligomer degradation	1.4778067885117492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.736176935229068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.81334412149125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
113	PANTO-PWY	phosphopantothenate biosynthesis I	45725.30056685573	47211.97261106216	56920.5477911821	52013.27331633873	71360.93643928073	44099.29372581834	44028.32812423291	44618.92564530843	42115.96771180367	46193.54386563642	67304.77419914951	60531.0911707556	66137.4863994735	67603.66979202742	73003.94609519163	50745.04303695625	62020.47749789708	54195.484383162046	71978.501582537	56634.08839245712	55437.70578502597	81844.97257228049	59340.769964241954	53942.87894173282	48515.85736756653	81732.25853479015	62217.41905644445	67617.33718544505	58913.9406918758
114	PANTOSYN-PWY	pantothenate and coenzyme A biosynthesis I	51837.976226735234	53347.13137625802	62540.495296184585	57018.52612946688	75872.02569540795	48804.185870369074	50731.83319909733	52493.91023439852	51195.92442855126	55626.41395198707	73286.25766361658	70245.06241023405	73329.01741699896	71556.22079257561	78975.88132439005	54506.74930751405	66505.237024953	61394.29835157414	78285.84604219327	62017.723718125046	62364.39465547297	86372.6186720455	64400.43764045812	59576.513642754224	55114.679640947696	88055.85604231128	66974.21722559084	71897.69447329706	66254.61058912225
115	PENTOSE-P-PWY	pentose phosphate pathway	28472.92682805388	21052.64220693293	32959.58151517725	15620.9911497443	29413.075338888324	18553.357647825746	23137.022487742342	40028.05220768174	33880.55235124219	37349.03597841222	37293.74241945316	41352.32585030855	43930.04376283892	46127.82793499738	35670.646658760976	27970.90881995985	37143.33274582486	41305.128437783904	40985.898668140944	30433.43767372449	37509.63640230251	37386.55932411628	39150.25982172784	33275.261624211984	16712.140931062393	37457.45935784237	43128.491419673	42000.02365894423	42817.25277855413
116	PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (meso-diaminopimelate containing)	65693.34279407279	63321.50168969115	73889.4851620593	64822.16822399759	101170.008912816	56096.543004426974	65180.52267954979	92821.30615724964	73673.2591385413	82445.21896819698	88671.56176914138	98187.00401726046	93073.55054293788	82724.68954599308	93898.49973993396	63340.9017187635	76920.730886388	80993.09750745453	95101.73036796376	75017.92399869472	83387.1449271077	96335.41793217228	81542.51592269192	74354.96244596828	103735.32024832597	100142.53290500648	83729.53700679068	84372.45884331495	84937.02678017346
117	PHOSLIPSYN-PWY	superpathway of phospholipid biosynthesis I (bacteria)	62969.91608302767	56432.05712867621	65584.84474510101	54904.49689400009	98101.33609421176	50199.366331817095	59007.15220888178	92491.67166967352	72493.6904750275	78177.0418987271	76881.85930621563	92703.3017756221	81335.36862296323	74791.94143256356	82107.87307789997	55499.19412481392	68695.5209901766	72826.74035781258	85115.85286322514	66933.12259920912	78206.63366209743	82231.71140741293	71945.71017911684	64474.84814140537	109788.1184183625	85992.90192986559	73699.82200297713	70402.01053195317	75168.04211728009
118	POLYAMINSYN3-PWY	superpathway of polyamine biosynthesis II	7194.976903231542	6929.580450956748	5031.447631475153	3753.5780432274296	13479.62113124376	4237.128093772752	4623.687601123789	6802.713045887106	10478.163314540863	9411.50740792026	2340.105115947906	12712.355941833755	2949.810806377437	3465.7732585522344	5086.956287825208	2332.200033769975	2647.955638964088	4608.439876767344	3881.607216448469	3983.746015084011	4849.9921392350725	3900.5993632834825	3680.599771197261	3533.8421071994344	10096.778066953118	3354.2033745181725	3530.180758903882	2350.235535138341	4464.735771223079
119	POLYAMSYN-PWY	superpathway of polyamine biosynthesis I	7339.401114631978	7629.711369526197	6482.664560882187	5202.724726756807	14013.350361328095	5757.33245344435	9055.88532296378	10605.71355387022	10462.214152588866	13240.682595356928	15681.485890818238	17348.03229761273	16859.04585106293	11073.197190726958	13631.849477099611	8249.053580079008	11300.73537419903	12204.20222988878	13630.2108680142	9245.153144964455	11903.15823984807	8918.784922686747	9380.519237521	10229.33818942877	13337.24062729801	9517.561332771696	9697.050858767052	7023.48131179739	9524.468057740813
120	POLYISOPRENSYN-PWY	polyisoprenoid biosynthesis (E. coli)	52090.36042948563	52790.539870206936	63669.53496314032	57234.27214158173	67401.55448273568	48279.03721511487	51341.14475482172	69406.78848304819	51059.37771437673	57413.56999120332	72674.55393442286	74205.82745253372	73828.549539392	71635.46351522887	79558.22701401392	54622.8751858514	66345.62041569043	62823.245458772166	79791.5917964891	63662.00220409135	66530.7181420222	86600.9417939488	68283.37697852917	61043.981917720645	53501.43086863642	88616.76600750977	70838.29347180162	74862.95658272326	68919.20748088471
121	PPGPPMET-PWY	ppGpp biosynthesis	4225.424903170484	653.131998060395	1288.5700515299454	1758.0512956116677	3400.279263208493	1207.7992074561705	1240.2036838367517	3469.6910242286144	4344.820723767194	1643.067504951482	897.2469121387253	5220.157260007009	1630.4015504614688	1742.4597151166338	2212.149335717541	2141.949400588768	2532.876839142461	1801.0793025201	3631.2174662818406	1787.4039768665484	3468.6143151331985	2182.2700079411134	1043.2566383093097	892.6925590767277	10762.233723581086	903.6736568235864	1743.9128942556374	738.913797424778	880.2343238641897
122	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	protocatechuate degradation II (ortho-cleavage pathway)	35.890077968878266	13.176225236705868	18.48669714853225	16.151822650063256	9.420672343443124	26.737352610864978	13.216204594750335	14.670144112880756	30.29744141763998	24.451684968193355	102.0217929365689	69.92325598272576	38.17936727674408	54.95418054518967	18.98943704946125	200.5865032895344	412.5774742241332	427.99602180994793	1032.6656711858325	19.001903634836385	1280.8723392780964	3.706516485570743	15.134144332411754	4.985738820252526	12.68208933271553	12.67018812916764	13.955718110557678	7.058485667955014	29.576522958755863
123	PRPP-PWY	superpathway of histidine, purine, and pyrimidine biosynthesis	33490.83893087818	23411.5235992948	36360.5619620567	23253.3722844895	36707.55433723807	23518.36084561653	22944.680022968343	36671.940831075095	30918.0348454987	33805.20029486755	45724.9644862662	54305.159552718505	50787.70972624276	52510.756469658125	54003.83288678839	34605.37573542666	45865.996118765375	44198.95107650568	54205.46873655838	38456.57535587043	44909.02722248145	48712.13945832101	49654.36917223571	39241.63009284036	33805.107348955105	46285.56983567438	51345.92289852599	42555.19594281197	41857.2810911316
124	PWY-1269	CMP-3-deoxy-D-manno-octulosonate biosynthesis I	36172.88492326073	37987.22793607644	48831.05350209495	45766.29098260516	36683.356445442085	37170.3175396424	34624.601634388615	27383.828999869034	29315.274372173768	32889.82951033212	52262.66271525181	45648.903307072906	53287.59781899445	56890.375905388486	60374.02034506026	43144.45610397897	51220.664750344295	41793.30621084654	58263.6370845787	47303.10090727717	44887.353769503374	70818.35152759693	49837.64921386779	43081.762454133794	25771.25586540225	70689.87391955749	52664.3013866011	59842.89121105576	47947.306361197545
125	PWY-1361	benzoyl-CoA degradation I (aerobic)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.731207949953996	0.0	3.509187859922795	0.0	2.658276372768411	57.6505564841946	38.15426369521871	112.22540130568242	128.2116872470318	0.0	31.232903153986083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
126	PWY-1541	superpathway of taurine degradation	32.84297419612092	31.1206660945028	44.76908247201311	34.753004727773884	21.686025782417783	52.62557646507359	42.25101458289682	80.95989414710844	50.65158566007572	63.31024729742163	131.15330925271616	218.8781439260296	153.26082409658096	103.05692763003428	50.85370940130412	203.6719938826364	217.10084319124985	196.3283848614577	251.1733275415692	79.70299188515575	1015.2990702577628	27.25676550825693	37.27247580398828	37.12103804956732	95.4738983255488	64.04240214246636	43.81760055208303	53.97938588742114	76.3554094520579
127	PWY-1622	formaldehyde assimilation I (serine pathway)	42.669734680602	55.034828274768735	126.73186263803024	38.65839177038367	144.93037780155333	118.356692655499	175.1708446328275	136.3751644172751	129.44420160604372	108.95821582391542	290.53296830163885	246.67885600744128	1082.9027131333253	251.8089260178969	311.55277626275165	359.1324788338754	519.8042290915628	221.1742389602355	370.4823060863283	654.5660082727871	1767.22680323204	211.84607344557008	221.00828459292632	296.03472458133444	104.60493788385736	341.3494819476994	685.7357106670047	556.9206078194663	143.65872764463347
128	PWY-181	photorespiration	234.92061292043388	265.2936097422351	445.1529606364641	429.6798245565319	852.7386698528788	459.5611411349492	632.2908525066657	524.6923450818937	402.63014699419534	423.4163630266888	929.4067698497514	3017.4879563662694	3236.2486699673777	1088.5766832634786	1614.8346956233784	1217.3782988025162	1781.3889051869007	1804.901007829252	1790.5483180569106	1855.5994048850027	4391.689865530461	642.2890435802229	804.4871185527566	875.9506735840365	882.3609738680273	1071.862214062995	2017.3712258232297	1388.882056098584	631.0711802313214
129	PWY-1861	formaldehyde assimilation II (RuMP Cycle)	1658.545267137586	10153.720037322812	4505.380002342959	2352.644550509144	6420.6634099701005	1762.4079094875556	4333.8801745941455	2972.3206806787925	3344.6163385779787	1151.797789718291	2351.997609314338	2671.892689234846	1046.9583730617226	3758.721503486565	1338.8821288590532	1286.9267036806714	464.5033212932103	2252.417185385244	2518.666723605778	997.972850592535	1761.5750865289924	553.1253882293553	2463.233627444396	2489.136498327982	793.6634316940733	1623.753975412482	4993.494255079215	3898.4205975856335	4608.0247536944125
130	PWY-1882	superpathway of C1 compounds oxidation to CO2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.126636815829873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
131	PWY-2941	L-lysine biosynthesis II	23152.59036343829	21476.19150130096	28806.595908899933	12843.110361494248	23808.409315399404	17262.036794662567	26223.15833636614	48626.87113319359	34454.51265410982	35876.49643330963	32689.99211283171	21072.08319022789	33390.19175842955	15428.625333346692	26587.652348400643	14647.195559124842	20529.344301426463	37301.67225640763	25346.12913828826	16078.59097210651	32723.83112405073	13883.83928171825	31783.24756471769	22046.134368999148	12464.069268604278	21242.98376103886	28403.16606104685	26056.403571230312	32142.46002651172
132	PWY-2942	L-lysine biosynthesis III	65913.68677373673	67246.40574925649	77715.18595386427	70294.21755415924	108659.9767121075	60160.72809353536	63650.264340295005	74954.16046299512	75590.65532565385	81473.58697824823	91401.10959054178	107363.74543513784	97157.75912834588	88369.96395770452	99004.13652570556	67343.12275473644	81444.16780607602	83439.00474367916	100876.0403149335	79120.75078068986	87232.20356110699	104347.0749013152	86680.8549636997	79527.38031353307	127528.63332079844	106361.01632814304	90384.67590792288	89685.25332558209	88928.37393306653
133	PWY-3001	superpathway of L-isoleucine biosynthesis I	55277.58339167741	64370.727731004576	65355.81805336606	61220.35279261577	101865.59680216567	53537.2989086775	57440.46922342051	56837.776412913314	65848.47925700786	68250.28469739194	77396.87594782228	102253.83011357248	87121.42959687715	86517.86917230568	80275.69465537797	58836.11724602774	73458.6826658585	72928.64028159983	84584.48196046229	67094.96012142072	69252.0894378107	85348.33964712592	74937.07800839831	68925.99826098794	112210.56235069595	81778.62278282683	78873.65901982639	75178.00021135702	78473.07160239476
134	PWY-3661	glycine betaine degradation I	44.08935843037092	56.76420274901166	262.72449038907894	41.94356045494097	232.6973343326388	141.3238443145167	292.5380184682837	221.7351888922937	221.5460543622097	208.3563085738815	392.7321595489686	230.0312830548889	2792.307922935806	344.9435777424861	331.5176687005365	568.7891046749418	658.697022187682	215.5943346712576	520.2754474635218	1620.9788904973211	4363.853807473983	407.3581302889229	299.43014523129784	731.9868850352888	127.35914883786708	798.0082270376663	1497.9248840319135	1291.0787001550727	248.79021728561884
135	PWY-3781	aerobic respiration I (cytochrome c)	25592.615712654784	12535.040667500009	24046.341155880305	11218.18100135005	15951.766842072217	17082.897868321194	10699.804417354484	17473.944125505757	15383.29126699855	22482.927353786778	30320.031289094208	54667.671874471605	52946.34804562639	81043.95939830912	50217.25793723641	31112.7066797202	57088.15722663997	27169.85097628583	44822.09348335887	29717.50301908333	38533.79042602974	39663.333248072384	23468.042768120704	30345.35743796056	14148.08391736035	19662.19849740535	33840.00914385012	27205.039415250383	27234.966102190698
136	PWY-3801	sucrose degradation II (sucrose synthase)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.98068020385201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
137	PWY-4361	S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.624073063692675	2.978425992685661	0.0	3.970281475547975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
138	PWY-4984	urea cycle	5645.068983515352	3892.455069600246	9388.556254825457	1928.5804979176348	1596.4617698697318	5535.747523446463	2458.646039132825	11702.427153536004	12161.509738042974	11004.803231017668	3515.6894984107416	3871.4877339139102	4514.204032676968	4321.561713248835	2607.826205902728	3210.7660973379006	3903.02778267185	7526.961247583656	6512.213487034761	3024.02049113789	13763.682494406434	1886.8094649005973	3995.426903385962	3180.323038923502	1799.2950399964866	3034.653921451315	4372.032373292836	5377.72488642997	3668.8674663011993
139	PWY-5005	biotin biosynthesis II	504.004889309061	107.55195412881072	63.09793945561395	99.60040504467337	223.68808363735144	82.94370163191373	374.6111229211095	308.2147216561091	131.50398618517588	133.94383419958478	523.2504853473599	1445.188861991234	625.9234502602527	623.8514328689388	1655.760072267387	776.8786307313936	893.1111394564074	893.2838537311419	1939.9161520680343	1899.2210041151616	298.19051610843286	178.73183050139514	359.7179280323811	72.69732260078018	128.34967386744532	153.02615350575172	159.6593870372736	310.0029222908479	363.5383403182532
140	PWY-5022	4-aminobutanoate degradation V	3908.619423486488	973.3555652453896	2280.748702431062	716.9473272694755	5216.0852831709	1418.242724909145	2212.66848086944	3146.290682867506	1497.839531836438	4717.684200811347	3868.4834362602114	3683.928062985242	5169.133238012856	2101.351414464072	6342.5803214643465	2822.786491254143	3988.1176044213735	4118.175463183396	5016.185554277786	3754.537007710388	6189.798471825104	2495.555077211625	2075.1432877246743	3071.6974245873444	1540.4910177545744	2297.54590838292	2539.1863115753386	2156.0593704797984	3092.501096540361
141	PWY-5028	L-histidine degradation II	5.5490336191186085	11.868142763408311	19.99197434315119	2.4998266584049773	2.499839752364402	17.488435834441397	9.99551560944856	9.996443652073244	26.8420492740263	22.48562192804745	78.84803629127484	68.02194832495088	32.47976328034933	60.559101162098365	23.318096151926696	238.8386745404148	134.68728306504514	614.7138316827858	476.97198773701376	14.371344530508184	676.631556209036	2.499931517657896	7.499018872724372	3.1248148983955204	7.997207833859417	7.499430817550452	2.499898635932645	4.99965170418072	24.988646844734056
142	PWY-5088	L-glutamate degradation VIII (to propanoate)	41.01606548430789	38.495818102656095	25.3434754080454	44.64546273917336	18.07468007231532	38.81044161975535	17.4685195399899	0.0	4.427148914347944	22.74646153992231	15.170056348719836	69.36652666958464	10.77340745259872	48.16943993566731	110.36938152740696	19.750756936872257	30.14001842234158	53.75286741019692	72.79358115981552	139.5267082562654	292.7761418521726	39.52983901213768	10.929919337271798	6.560475963942932	36.21679423423276	17.17248208030173	31.983765067725987	63.09227741236121	10.793842183606005
143	PWY-5097	L-lysine biosynthesis VI	65187.8038913506	66968.65380489928	76079.89706765956	69176.32475314349	108799.3364665351	59263.864717024175	62939.0361631702	73847.26971617101	75902.79180732368	80908.11187375546	88728.23173174581	106325.37360799516	95000.62849052432	86771.65375363338	96742.78206934802	64470.00443479282	78868.20055561399	82105.84937841308	99081.98155700296	77793.27930427887	86384.0113026659	101390.18641975902	85571.32121549647	77921.58868896384	127985.53483684256	96443.92660899826	89110.43116310047	88371.84510196213	87757.85506773644
144	PWY-5100	pyruvate fermentation to acetate and lactate II	66410.41491566513	67436.45069131951	74227.93590762919	66781.70401098739	114500.50658604722	57270.7657940187	66192.76496536641	112291.25503708326	79616.01188296873	86993.48100661369	90621.87183787728	106015.18405456647	95473.72919829957	82867.603817468	96668.30511737669	65019.6957327349	79331.7006005733	84625.59532282734	97588.15925448466	76943.84369741206	84553.12328608501	98269.90745071872	81063.17593290158	76179.41430856018	111530.06862777458	102549.81280679368	84812.64054183233	85219.94246706284	87888.68212996866
145	PWY-5101	L-isoleucine biosynthesis II	57340.02532524952	67594.43733313426	66911.65516872874	64135.84798960486	116669.51679993724	56404.67827840024	60109.057697364246	57228.84515650483	71935.11581972628	73687.78814047396	77728.07906136841	116690.4284033713	90066.04933961638	93891.17642445015	82050.30471685303	60640.90253423112	76503.20845448137	77146.0872008814	88636.52259804752	71121.72624301208	74892.88074278757	87097.49440449888	78556.08803050322	73250.6027322858	139015.31954407884	82844.30691299698	84351.238892653	76681.41627858624	83491.0144583525
146	PWY-5103	L-isoleucine biosynthesis III	47972.08074452166	59245.945631922965	56817.92147043818	54495.143774673445	94889.57339747265	48027.2062399097	51150.433526459696	47530.87634518166	59123.48738663889	60368.88306867898	66706.66862641026	96842.97262802176	77677.44941489057	80725.6108310913	68687.62781950425	51794.72229732133	65701.6053208497	64735.19266683115	74081.17187639503	59305.091221759416	61086.7338620415	73851.17092917762	65878.9248786968	60959.32721186544	114371.99172645084	69137.14663063204	70295.29304802038	64946.2203252718	70081.29832753827
